LONGITUDE,LATITUDE,SRCE_CNTRE,DEP_NAME,COMMODS,SIZE_VAL,GEOL_PROV,O_STRAT_NM,H_STRAT_NM
138.9412872,-35.1993395,,RODWELL CREEK EAST,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),gossan,Tapanappa Formation
140.7931351,-32.1889506,,TEPCO,Gold,Low Significance,CURNAMONA PROVINCE,Willyama Supergroup unit 1,Willyama Supergroup unit 1
139.0852673,-32.7817835,shaft,GOLDEN JUNCTION,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Yudnamutana Subgroup
140.5347811,-32.2669255,workings,NEW LUXEMBURG,"Gold, Copper",Low Significance,CURNAMONA PROVINCE,quartz vein unit 4,Willyama Supergroup
139.0877693,-33.5374485,,BYWATERS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Ketchowla Siltstone
139.0851992,-35.1129685,,FREEWAY,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation
137.1494027,-31.1104384,near SAE6,EMMIE BLUFF NE,"Copper, Gold",Low Significance,GAWLER CRATON,Wallaroo Group,Wallaroo Group
138.6053243,-33.8215465,creek bed,CLARE GOLDFIELD,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
139.0664473,-33.5787335,adit on E side of open cut,WALLYS HOPE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Cox Sandstone Member
139.3333273,-32.2682125,workings,LAURA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
136.4950416,-33.5744734,near hole A405/2,BARTEL,"Thorium, Silver, Gold, Molybdenum",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Katunga Dolomite
139.0888042,-35.0760615,,DISHER HILL,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
139.6761602,-32.2674865,,BIRTHDAY GULLY,Gold,Low Significance,,Pliocene-Pleistocene alluvial/fluvial sediments,
139.2187132,-34.7132965,Lode No.2,KANAPPA,"Copper, Silver, Gold, Nickel, Tungsten",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Milendella Member
134.473666,-30.7667293,near hole BG 302,BOOMERANG,"Gold, Silver, Cobalt",Locally Significant,HARRIS GREENSTONE BELT,quartz vein,Mulgathing Complex
139.0687023,-32.7803585,shaft,DARLEY DAY DAWN,"Gold, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group
139.0619043,-32.7645955,adit on W side of hill,GOLDEN MORN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Yerelina Subgroup
140.2039472,-32.5776667,,BLOCK 249,Gold,,,,
138.9694389,-34.7921639,,BLUMBERG REEF,Gold,,,,
139.2642512,-34.3193375,hundreds boundary intersection,MURRAY FLATS,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,
138.7492452,-34.9616015,gully crossing main rd,URAIDLA ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,
138.6237793,-33.9040405,near hole SHD 1,SEVENHILL SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Undalya Quartzite,Undalya Quartzite
134.963615,-30.6661703,hole LL 35,ARIADNE,Gold,Low Significance,WILGENA SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Mulgathing Complex
133.1723263,-29.0129573,near hole GST 1,TALLARINGA GST,Gold,Low Significance,COOBER PEDY RIDGE (ARCKARINGA BASIN),quartz vein,Archaean-Palaeoproterozoic rocks
135.877113,-27.9893353,workings?,MOUNT KINGSTON NORTH,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,Peake Metamorphics,Curdimurka Subgroup
139.1650133,-33.4053505,,TOURILIE CREEK,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
139.1302513,-33.3008285,,PILTIMITIAPPA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
137.4061556,-31.1818404,,KHAMSIN,"Copper, Silver, Gold, Uranium, Uranium Oxide",Significant to SA,GAWLER CRATON,skarn,Donington Suite
137.6099154,-34.0801844,chimney,MOONTA EASTERN LODE,"Copper, Silver, Gold",Significant to SA,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 3,Moonta Porphyry
138.9039323,-32.8162065,,STIGWOOD AND DEEDS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite
139.2813722,-33.2255935,workings?,BLUE HILLS WEST,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wilyerpa Formation
139.2465233,-32.8711275,,MCCLUENS BORE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.5563563,-32.4143215,workings,GROCKE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Wilpena Group
139.3660293,-32.2184325,near hole RH 2,ROUND HILL BORE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Saddleworth Formation,
139.3504403,-32.2415015,pits,ROUND HILL SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
139.4377203,-32.3814275,workings?,TEAGUE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.0805532,-33.6568195,spoils,MONGOLATA BALDINA NO.2,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
138.8048225,-30.7017274,diggings,ANGEPENA ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
141.46007,-31.9695096,open cut,BROKEN HILL,"Zinc, Silver, Gold, Lead",World-wide Significance,CURNAMONA PROVINCE,Broken Hill Group,Broken Hill Group
140.7627059,-32.1165173,DNM583,WOMPINNIE WEST,Gold,Low Significance,,,
139.5087692,-32.9769615,near hole RC95NA 15,NACUA 17,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,gossan,Burra Group
139.0828173,-33.2433255,workings,WONNA WELL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Gumbowie Arkose
139.0906033,-32.7868695,area of disturbed ground,GANGELLS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
139.0748243,-33.5823365,diggings?,SCAMMELLS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Pleistocene alluvial/fluvial sediments,
136.9504757,-30.6487564,near hole WRD 1,WIRRDA WELL,"Copper, Gold, Uranium",Locally Significant,GAWLER CRATON,Gawler Range Volcanic Complex,Donington Suite
140.6411541,-32.0426415,near hole SHD 124,HEINRICHS,Gold,Low Significance,CURNAMONA CRATON (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup unit 1
139.4752124,-30.0485845,,HAMILTON CREEK,"Copper, Gold",Low Significance,MOUNT PAINTER INLIER (CURNAMONA PROVINCE),skarn,Fitton Formation
137.6169364,-34.0633024,old dumps,YELTA,"Copper, Gold",Locally Significant,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 3,Moonta Porphyry
138.4668945,-30.9499604,near hole MS 1,MOUNT STUART,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Umberatana Group,Umberatana Group
139.0770003,-32.7748735,windmill shaft?,STARS AND STRIPES,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.0593363,-32.7682625,pit,BUTLER AND DAVIS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Pepuarta Tillite
139.3301193,-32.2673915,shaft,BOWKERS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
139.0682903,-33.5879155,main adit,CURLEW,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
135.089089,-31.1039303,pit,OLSENS,Gold,Low Significance,WILGENA SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Glenloth Granite
138.8332783,-32.9585775,possible mullock on qz vein,LADY EDITH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.6058964,-29.9409885,near sample MP0011,SCOTT LEE,"Copper, Gold, Uranium",Low Significance,MOUNT BABBAGE INLIER (CURNAMONA PROVINCE),Mesoproterozoic rocks,Terrapinna Granite
135.2606669,-31.1696103,near hole GLE 19,NORTH WELL,Gold,Low Significance,GAWLER RANGE VOLCANIC PROVINCE,Glenloth Granite,Glenloth Granite
138.9244962,-34.5280025,,GOLDEN BELT ALLUVIALS,"Gold, Clay, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
138.9219302,-34.5348115,old diggings?,GOMERSAL,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,
139.1385112,-33.5365545,underlie,P. OATES,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
140.5335512,-31.7259855,near hole DD94KA 5,KALKAROO,"Copper, Gold, Cobalt, Molybdenum",Significant to Australia,BENAGERIE RIDGE (CURNAMONA PROVINCE),Portia Formation,Portia Formation
135.6375799,-29.7443093,near DD10NEP013,NEPTUNE,"Copper, Gold, Uranium",Low Significance,MOUNT WOODS INLIER,Olympic Dam Formation,Gawler Range Volcanics
140.6004311,-32.1589165,near hole MTX15,MATRIX,Gold,Low Significance,CURNAMONA PROVINCE,Willyama Supergroup unit 1,
135.6336609,-29.7296633,near hole DD07PRT002,PROTEUS,"Copper, Gold",Low Significance,MOUNT WOODS INLIER,Olympic Dam Formation,Mount Woods Complex
140.8690351,-32.1559426,junction of fencelines,PINERY,Gold,Low Significance,CURNAMONA CRATON (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup unit 6
134.957613,-30.9362573,,DOUBLE DUTCH,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),Kenella Gneiss,Kenella Gneiss
139.0650192,-34.5472615,,COLLINGROVE ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
139.1245152,-34.5861485,diggings symbol,PEGGY HILL ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
139.1559122,-34.5861765,,MOUNT MCKENZIE ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
140.1975832,-32.5779005,Eiffel Tower shaft,GOLDEN RECORD,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.9098072,-34.6744155,,VICTORIA CREEK,Gold,Low Significance,,Quaternary alluvial/fluvial sediments,
138.8253252,-34.7049675,,GREAT CENTRAL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
139.2348223,-32.8460435,road entry,WHEAL BASSETT,"Quartzite, Gold",Low Significance,ADELAIDE GEOSYNCLINE,Saddleworth Formation,
138.9386952,-34.7424615,,SPRING GULLY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Holocene alluvial/fluvial unit 2,
138.9397502,-34.7365285,,BLOOD AND THUNDER GULLY,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,
139.0716413,-33.6092035,pit?,GAGHENS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.0794342,-33.6489575,spoils,BALDINA STATION,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
139.0671003,-33.6025955,pit,WILDILDIE HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
138.9322662,-34.7470945,shaft 14,WATTS GULLY,Gold,Locally Significant,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 1,
138.8920462,-34.7558165,east side ck in forest reserve,PRAIRIE DELORAINE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
138.8940982,-34.7416975,workings?,DELORAINE NORTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Stonyfell Quartzite
138.7725362,-35.0558835,,DONKEY GULLY REEF,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale
139.4613883,-32.2830855,workings,SHEPHARDS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
138.9522123,-33.1632155,old cut?,MELROSE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Waukaringa Siltstone
139.0783942,-33.6770785,workings?,CHIMNEY CREEK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
139.0661293,-33.6130655,workings,MONGOLATA SUGARLOAF,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 3,Waukaringa Siltstone
140.2579541,-32.5370915,pit?,LUCKY GIFT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Belair Subgroup
139.0922163,-32.7863085,workings,GOLDEN SLOPE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
138.9952262,-34.7803875,near main shaft?,BLACK SNAKE,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation
138.9270772,-35.1874105,main shaft,WHEAL ELLEN,"Lead, Silver, Arsenic, Gold, Copper, Garnet, Zinc",Locally Significant,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Tapanappa Formation,Tapanappa Formation
138.6379762,-35.3075165,creek junction,WILLUNGA ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Tertiary rocks,
138.6339502,-35.3098975,o/c,SAUPES DRIFT,"Mercury, Silver, Gold",Locally Significant,ADELAIDE GEOSYNCLINE,Barossa Complex,Barossa Complex
137.8648994,-34.0429674,,COPPER HILL EAST,"Copper, Gold",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,Palaeoproterozoic rocks
139.6991942,-32.2714175,Adelaide Shaft,LONDONDERRY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6930622,-32.2769915,workings,BRADY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6911412,-32.2665535,workings,GREAT IRONCLAD EXTENDED,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.3346973,-31.9866605,creek,BLACK OAK PATCH,Gold,Low Significance,,Holocene alluvial/fluvial unit 7,
139.3292693,-32.0000295,creek junction,BULL ANT CORNER,Gold,Low Significance,,Holocene alluvial/fluvial unit 7,
139.3189053,-32.0053045,creek,SANDALWOOD FLAT,Gold,Low Significance,,Holocene alluvial/fluvial unit 7,
139.3181083,-32.0083605,creek,BUTLERS BAR,Gold,Low Significance,,Holocene alluvial/fluvial unit 7,
139.3031073,-32.0124005,creek,BUTLERS CREEK,Gold,Low Significance,,Holocene alluvial/fluvial unit 7,
139.3054383,-32.0065685,creek,TEAGUES,Gold,Low Significance,,Holocene alluvial/fluvial unit 7,
139.3097873,-32.0060855,creek,TWO BOTTLE CREEK,Gold,Low Significance,,Holocene alluvial/fluvial unit 7,
139.3334683,-31.9961155,workings,HOWE BROTHERS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Wilyerpa Formation,Wilyerpa Formation
138.8752632,-34.7244215,,BIRTHDAY GIFT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
139.8534212,-32.3865775,,JACKSONS PILE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Enorama Shale
140.3638892,-31.3114915,near hole BRK14DD001A,BIRKSGATE,"Copper, Graphite, Silver, Gold, Molybdenum, Uranium, Vanadium",Low Significance,CURNAMONA PROVINCE,hydrothermal alteration,Willyama Supergroup
138.1330464,-33.1266294,adit?,NAPPERBY SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Rhynie Sandstone
138.9542372,-34.8296345,disturbed ground,KOWALDS,"Gold, Talc",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Glen Osmond Slate Member
134.896941,-30.6861653,near hole TPS10,COMPANY,"Coal, Gold",Low Significance,TERTIARY PALAEOCHANNELS,Kingoonya Member,
140.4605222,-31.9015345,Day Shaft,DOME ROCK,"Copper, Gold, Cobalt",Locally Significant,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup unit 19
139.6692114,-29.9789525,near sample # 377810,EASTERN SCHIST BELT,"Gold, Copper, Tungsten",Low Significance,MOUNT BABBAGE INLIER (CURNAMONA PROVINCE),hydrothermal alteration,Brindana Schist
137.1725456,-32.5346144,near hole RC06PD028,PARKINSON DAM,"Silver, Gold, Lead, Zinc",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),quartz vein,Corunna Conglomerate
140.3638892,-31.3114915,near hole BRK14DD001A,BIRKSGATE,"Copper, Graphite, Silver, Gold, Molybdenum, Uranium, Vanadium",Low Significance,CURNAMONA PROVINCE,hydrothermal alteration,Willyama Supergroup
139.0059433,-33.2571525,large scrape,MITTOPITTA DEEP LEAD,Gold,Locally Significant,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,
138.7387723,-33.9226165,diggings,MINTARO ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,
139.0794782,-33.6582275,workings,MONGOLATA BALDINA NO.1,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
138.8978572,-34.9416745,,EUREKA,"Gold, Silver, Lead",Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.0691883,-33.5949995,portal main adit A6,BALDINA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
139.7032912,-32.2744365,creek junction,STRAWBRIDGES GULLY,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,
140.1843072,-32.5850765,,BURDONS BORE,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,
139.4304743,-32.2887655,,DAY DAWN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.4327153,-32.2874565,western workings,ALMA EXTENDED WEST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
139.4379143,-32.2866755,workings,SEBASTOPOL WEST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
139.4433893,-32.2857875,workings,BALAKLAVA WEST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
140.1721652,-32.5846365,pit,EIFFEL TOWER WEST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
135.7130127,-34.8652204,beach,SLEAFORD,"Garnet, Gold",Low Significance,,Saint Kilda Formation unit 15,
139.0289852,-34.6979745,,SPRINGTON ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
140.3961081,-32.5799135,mine symbol,COMMODORE SE,"Lead, Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Belair Subgroup
140.3795371,-32.5726165,workings,COMMODORE SW,"Lead, Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Belair Subgroup
139.4205413,-32.6347555,pits,WEST NOB,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.4156034,-32.6713774,,COOMOOROO HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite unit 1
139.3125872,-33.3586405,near RF 205,WILLARA,"Copper, Gold, Molybdenum",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Tapley Hill Formation
139.1230963,-33.2528265,shaft,HOLDERS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.0399193,-33.1245875,,FRANKLYN WEST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
138.9094243,-33.1296315,qz blow,SCHUSTERS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
138.8024685,-30.7057594,workings?,WHEAL BESLEY,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,Tapley Hill Formation
139.0416982,-34.7923115,creek,GOLDEN SLOPE ALLUVIALS,Gold,Locally Significant,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 1,Backstairs Passage Formation
139.2888342,-33.5285785,hole NK 3,NEWIKIE CREEK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,,
138.9414573,-33.3065095,,BASIN CREEK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Umberatana Group
139.6823082,-32.2533365,workings,COSMOPOLITAN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6869562,-32.2549185,shaft?,HOSPITAL HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.6739072,-35.3015065,,MOUNT MONSTER,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex
133.7265792,-29.6350683,,MAINWOOD,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),Christie Gneiss,Christie Gneiss
139.0778553,-32.7971235,trench,HARRISONS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.0597463,-33.5418125,pit,RETRIEVER,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Waukaringa Siltstone
139.0929702,-35.0460005,,PREAMIMMA WEST,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),gossan,Tapanappa Formation
134.528523,-30.7070053,trench,PERSEVERANCE,Gold,Locally Significant,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.951728,-30.6608423,near hole CW80,MINOS,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),Tunkillia Suite,Tunkillia Suite
139.3822163,-32.3719935,,ROYAL STANDARD,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
139.3800743,-32.3744315,shaft,UNION JACK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.3306673,-32.2680875,shafts,LOVELY GULLY,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Tertiary rocks,
140.2762582,-32.2624855,,KINGS BLUFF EAST ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
139.2569093,-31.9362765,,SALTBUSH FLAT,"Gold, Silver, Lead, Zinc",Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
137.9284934,-33.3754094,"near hole pp5, env 3023",VANSTONES,"Copper, Gold, Uranium",Low Significance,STUART SHELF,hydrothermal alteration,Beda Basalt
137.7242504,-33.8791614,near hole DDH 164,ALFORD WEST,"Copper, Gold, Cobalt, Molybdenum",Locally Significant,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Wandearah Formation
140.0917492,-32.6242665,workings,COPPINS BORE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
139.1292342,-34.3036425,,GOLDEN VIEW,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wilyerpa Formation
140.2325431,-32.5449225,shaft,BRITANNIA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Belair Subgroup
137.3499996,-32.8673414,near hole RPAC 95,EXTENSION TANK,"Gold, Copper",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Broadview Schist
139.1666532,-33.6271395,creek bed,THISTLEBED ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial sediments,
135.088346,-31.0759613,scrape,MOUNT MITCHELL,"Tin, Gold, Molybdenum",Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein,Glenloth Granite
134.774683,-31.0395113,near GLAC086,YERDA WEST,Gold,Low Significance,WILGENA SUBDOMAIN (GAWLER CRATON),Mulgathing Complex,
134.5555581,-30.3852743,hole 97SPRC002,SPIKER,Gold,Low Significance,WILGENA SUBDOMAIN (GAWLER CRATON),quartz vein,dolerite
140.1582762,-32.3772025,,SIMONS GOSSAN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Enorama Shale
139.1508252,-34.8714215,workings,COTTAGE LODE,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Rathjen Gneiss,
139.3971463,-32.2995335,trench,WAUKARINGA CONSOLIDATED,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
135.7175818,-32.8738224,hole WUD2C-0646,WUD2C,Gold,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Sleaford Gneiss,
139.6211891,-34.1153895,near DEL10ACD001,HAYLANDS,"Gold, Copper, Zinc",Locally Significant,MURRAY BASIN BASEMENT,quartz vein unit 3,Kanmantoo Group
139.6023621,-34.2137395,near DEL11AC342,HAYLANDS SOUTH,Gold,Low Significance,MURRAY BASIN BASEMENT,Kanmantoo Group,
139.0907153,-32.7796025,shaft,TRIG SHAFT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
135.774248,-27.8765363,ML 5287,HASTINGS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Jurassic rocks,
140.2718772,-32.2671265,shaft,OUTALPA PTY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wilyerpa Quartzite
140.2619932,-32.2674685,workings,MORNING STAR ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
138.7505572,-35.0724925,,BIGGS FLAT SOUTH,Gold,Locally Significant,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,
138.9594982,-34.4238255,workings?,MOPPA,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,
135.4515478,-32.8418763,,BARNS,Gold,Locally Significant,NUYTS SUBDOMAIN (GAWLER CRATON),quartz vein,Tunkillia Suite
138.7466572,-35.1106265,centre ML 4602,MELVINS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Tertiary rocks,
139.2958803,-32.0224995,centre ML 4853,HARRIS,Gold,Low Significance,,Holocene alluvial/fluvial unit 10,
139.0826263,-32.7883485,main shaft,MOUNT GRAINGER,Gold,Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
134.613254,-30.5875613,near KCAC005,KYCHERING,Gold,Low Significance,WILGENA SUBDOMAIN (GAWLER CRATON),Tarcoola Formation,
135.8698168,-33.0564194,near SCH-0997,SCHWERDTS,Gold,Low Significance,COULTA SUBDOMAIN (GAWLER CRATON),Sleaford Complex,
135.5644398,-32.9133273,near WBN-0947,WUDNITBENICE,Gold,Low Significance,COULTA SUBDOMAIN (GAWLER CRATON),Sleaford Complex,
140.2653452,-32.2634495,,KINGS BLUFF WEST ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial sediments,
