DEP_NAME,COMMODS,SIZE_VAL,GEOL_PROV,O_STRAT_NM,H_STRAT_NM,LONGITUDE,LATITUDE
KOOROONA,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Moonta Porphyry,137.5960015,-34.0882864
KURRA MURKA,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Kulpara Formation,137.6806304,-34.8291954
WALLAROO EXTENDED,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic rocks,137.6803714,-33.9645684
ADAMS PLAIN,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,Wallaroo Group,137.7147514,-33.9000164
KAMBULA,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,Wallaroo Group,137.7437664,-33.9080274
ATKINSON,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Warrow Quartzite,Warrow Quartzite,136.7377346,-33.6071144
SLATY ROCK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation,138.4220104,-32.1478734
SPARKS,"Silver, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite,138.5051204,-32.4881534
BROKEN HILL AND WAUKARINGA,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation,139.3321123,-32.2686425
COLLINY SPRING,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite,138.6398874,-32.5348385
VULCAN,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Palaeoproterozoic-Mesoproterozoic rocks,137.7257684,-34.0183214
WANDILTA,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Palaeoproterozoic-Mesoproterozoic rocks,137.7281374,-33.9603924
DOORA WEST,"Copper, Lead, Zinc",Locally Significant,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Wallaroo Group,137.6714734,-33.9785844
WHEAL DEVON,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic-Mesoproterozoic rocks,137.7089994,-33.9744174
YANDOWIE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Yudnamutana Subgroup,138.8886964,-31.9835805
MERNA MORA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Etina Formation,138.3756015,-31.5334214
TORONGA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Skillogalee Dolomite,138.7682324,-32.1423715
UROONDA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite,138.5585614,-32.1265364
WADE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite,138.9030573,-32.7919125
YOOTOOMOOKINA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Moodlatana Formation,138.9362884,-31.0996615
SHARKEY,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Enorama Shale,138.5279894,-31.6752574
EATING HOUSE CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Enorama Shale,138.5370074,-31.7357864
DEDMANS BORE NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Enorama Shale,138.6696435,-31.2353634
GREEN HILL SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Tapley Hill Formation,138.7552994,-31.4083545
ARTIMORE CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wonoka Formation,138.7717374,-31.0402765
MOUNT CHAMBERS,"Copper, Lead, Zinc",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wilkawillina Limestone,139.2010234,-31.0029545
RED WELL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Tindelpina Shale Member,139.1356174,-31.6124305
TELFERS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.6857464,-31.8229845
ELATINA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Moolooloo Siltstone Member,138.6356464,-31.3362144
OLD POINT LOWLY,Copper,Low Significance,STUART SHELF,quartz vein unit 4,Beda Basalt,137.7402555,-32.7301924
MORLEYS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite,137.9482645,-32.2271284
NEW MOUNT LYELL CONSOLS,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic rocks,137.7220974,-33.9766094
CALCOOKRA,"Copper, Uranium",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Cook Gap Schist unit 1,136.7259086,-33.6193644
CITY MINING VENTURE,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 3,Palaeoproterozoic rocks,137.7604054,-33.9713014
MOONABIE RANGE NORTH,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Corunna Conglomerate,137.2069896,-33.2389464
E.P. SMITH,"Copper, Dolomite, Ochre",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Katunga Dolomite,136.7320846,-33.6371334
DEVON SOUTH,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Palaeoproterozoic-Mesoproterozoic rocks,137.7065374,-33.9852864
PEAKE HILL,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Peake Metamorphics unit 2,135.898825,-28.0807043
PRINTA,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Peake Metamorphics unit 1,135.874263,-28.0136143
TRICIA,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Baltucoodna Quartzite unit 1,135.948156,-28.1314383
LAST CHANCE EAST,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Duff Creek beds,135.9715029,-28.5772363
LAST CHANCE FAR EAST,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Duff Creek beds,135.9777099,-28.5761193
WAR LOAN NORTH,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,War Loan beds,135.9934379,-28.5159243
DOORA SW,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic-Mesoproterozoic rocks,137.6715114,-33.9970654
ATKINSONS FIND,"Lead, Silver, Copper",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Katunga Dolomite,136.7428106,-33.6129954
DEVON CONSOLS,"Copper, Gold",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic rocks,137.6948784,-33.9709974
DOORA SOUTH,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic-Mesoproterozoic rocks,137.6769394,-33.9975784
BERTALLEN,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Doora Schist,137.7237104,-34.0047544
MOROWIE SOUTH,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Warrow Quartzite,136.7550116,-33.6044904
NAPOLEON CENTRAL,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Niggly Gap beds,138.6377234,-31.8836085
MOUNT CRAIG,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Wirrawilka beds,Wirrawilka beds,138.6496984,-31.9281115
MERNMERNA CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,ABC Range Quartzite,138.4375565,-31.7531164
CHARLIES BORE WEST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wilyerpa Formation,139.1939793,-31.8113715
MOROWIE,"Copper, Silver",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),pegmatite,Warrow Quartzite,136.7561346,-33.5950414
NEW CORNWALL,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Palaeoproterozoic rocks,137.7346524,-33.9679104
FLINDERS,"Lead, Silver, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wilkawillina Limestone,138.8578554,-31.0773645
WOODS SHOW,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite,139.0761103,-32.8474955
ARKABA WOOLSHED,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,Tapley Hill Formation,138.5094644,-31.7518374
MOUNT ELKINGTON,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.5917405,-31.0914274
MOUNT EMILY,"Copper, Lead",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Curdimurka Subgroup,138.6743364,-31.2464794
MOUNT IDE,"Iron Ore, Copper",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Enorama Shale,138.5041935,-31.6078004
MOUNT SAMUEL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Wonoka Formation,,138.0472705,-31.0472494
ORATUNGA WEST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Curdimurka Subgroup,138.6601925,-31.0695084
ORAPARINNA CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Tapley Hill Formation,138.7354764,-31.3930335
GREEN HILL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.7496364,-31.4043015
KELLYS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Curdimurka Subgroup,138.6607645,-31.0846714
KIRWAN,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Kirwan Siltstone,138.6315984,-31.9494195
ROBINSONS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Bungaree Quartzite,137.9305435,-32.2949194
EAST WEST,Copper,Low Significance,,,,137.2158111,-31.6816417
MONA LENA,"Copper, Manganese",Low Significance,STUART SHELF,deep weathering,,137.1941,-31.7246028
SALTIA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group,137.9254635,-32.4576424
SPEAR CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wilmington Formation,138.0344975,-32.5557124
THOMSONS GAP,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite,137.9389705,-32.2607134
SPRING HILL WEST,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Baltucoodna Quartzite unit 1,136.0687569,-28.4049223
WAR LOAN,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,War Loan beds,135.9950699,-28.5189183
SUN DOWNER,"Manganese, Copper",Low Significance,STUART SHELF,deep weathering,,137.1815906,-31.6877864
YOUNGS WELL,Copper,Low Significance,STUART SHELF,,,137.1575407,-31.4442104
NEW YEARS GIFT,"Copper, Silver, Lead",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Carrickalinga Head Formation,139.2334612,-34.4900465
DOLPHIN,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Palaeoproterozoic rocks,137.7056064,-33.9629634
DOORA,Copper,Locally Significant,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic rocks,137.6771904,-33.9911084
DURYEA,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic rocks,137.6856904,-33.9802224
PAROOKA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Rhynie Sandstone,138.5942083,-34.0134615
WHEAL EMILY,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Doora Schist,137.7088754,-33.9380994
COPPER TOP WEST,"Copper, Uranium",Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Baltucoodna Quartzite unit 1,135.923051,-28.1287443
WYATTS,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein,Callanna Group,136.1854289,-28.7192623
BLACKHAMS,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),deep weathering,Palaeoproterozoic rocks,137.7580824,-33.9663954
TIDEMANNS,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),deep weathering,Palaeoproterozoic rocks,137.7396704,-33.9658154
AUSTRALIAN MUTUAL,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),deep weathering,Palaeoproterozoic rocks,137.7303054,-33.9605244
NORTH BRITAIN,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Oorlano Metasomatite,137.6325005,-33.8902624
WALLAROO CENTRAL,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic rocks,137.7213554,-33.9693464
GREAT BRITAIN,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Palaeoproterozoic rocks,137.6107615,-33.9324674
HAWKER,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Warrow Quartzite,136.6743906,-33.7309024
ANDERSONS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,,,138.6641611,-31.1034139
ANGO,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Bayley Range Siltstone Member,138.7664504,-31.0741475
WILKLOW CREEK,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),quartz vein,Miltalie Gneiss,136.7761716,-33.5631934
ARNO BAY,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),quartz vein,Katunga Dolomite,136.5788306,-33.7109694
YALPOODNIE,"Copper, Silver, Lead, Uranium, Zinc",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Coolanie Gneiss,136.7569976,-33.6269524
MULDANA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Curdimurka Subgroup,138.6524364,-31.8285965
MUNDOTTA CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Enorama Shale,138.5687204,-31.7116774
STEVES GAP,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite,138.6420474,-32.8270175
TOM HILL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Tapley Hill Formation,138.7391964,-31.3869665
TITREE CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Curdimurka Subgroup unit 1,138.7749844,-31.3632635
BALD HILL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Yudnamutana Subgroup,Yudnamutana Subgroup,138.7994594,-31.3726815
BALD HILLS NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Curdimurka Subgroup,138.7984234,-31.3630125
POONANA,"Lead, Silver, Copper, Uranium, Zinc",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Cook Gap Schist,136.5171396,-33.6808644
REACHEL,Copper,Low Significance,,quartz vein,Warrow Quartzite,136.7305906,-33.6971224
KADINA EAST,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic-Mesoproterozoic rocks,137.7458564,-33.9563014
WALLAROO EAST,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Moonta Porphyry,137.6723344,-33.9265474
LONE PINE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 3,Wilyerpa Formation,139.0694264,-31.8527475
CON RYAN,"Copper, Silver, Gold",Low Significance,GAWLER CRATON,hydrothermal alteration,Palaeoproterozoic-Mesoproterozoic rocks,137.1162217,-31.1269534
SPENCER,"Copper, Gold",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Hiltaba Suite,137.3254706,-32.6640014
OZONE,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Palaeoproterozoic rocks,137.3220626,-32.5774944
TOONDULYA,"Gold, Copper",Low Significance,NUYTS SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,St Peter Suite,134.8590979,-32.1359043
FRESH WELL,"Copper, Silver, Cobalt, Lead",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Pandurra Formation,137.3835266,-32.7384794
WOMBAT,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,Wallaroo Group,137.6905274,-33.8791814
PORT JULIA,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Palaeoproterozoic rocks,137.8554104,-34.6702224
BLUE ROSE,"Copper, Gold, Molybdenum",Locally Significant,ADELAIDE GEOSYNCLINE,skarn,Neoproterozoic rocks,140.2416631,-32.6403465
JACK DAM,"Copper, Gold, Cobalt",Low Significance,CURNAMONA PROVINCE,hydrothermal alteration,Bimba Formation,140.5791982,-31.3450555
CARTSPRING DAM,"Zinc, Copper",Low Significance,CURNAMONA CRATON (CURNAMONA PROVINCE),Bimba Formation,Willyama Supergroup,140.6317002,-31.4895625
PROMINENT HILL,"Copper, Silver, Gold, Uranium",Significant to SA,MOUNT WOODS INLIER,Gawler Range Volcanics,Mount Woods Complex,135.5776179,-29.7184253
WHEAL BASSETT,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Palaeoproterozoic-Mesoproterozoic rocks,137.6863584,-34.1108734
WIRRAWILKA NO.1,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Callanna Group,Callanna Group,138.6501814,-31.8592185
WORUMBA 6A,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wirreanda Dolomite beds,138.6793374,-31.8553355
CRAIG NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Niggly Gap beds,138.6539204,-31.8701105
JELLY AND ICE CREAM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Niggly Gap beds,Niggly Gap beds,138.6536964,-31.8414265
MORGAN CREEK WEST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Skillogalee Dolomite,,138.6139614,-31.9851635
MAWSON,"Copper, Gold",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Hutchison Group,Hutchison Group,136.4451927,-32.7557024
KATINKA,"Copper, Gold, Molybdenum",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein unit 3,Wandearah Formation,137.7550205,-33.6218124
POLYGONUM,"Copper, Silver, Gold, Lead, Zinc",Low Significance,CURNAMONA PROVINCE,hydrothermal alteration,Broken Hill Group,141.0330321,-31.6851516
PROMINENT HILL,"Copper, Silver, Gold, Uranium",Significant to SA,MOUNT WOODS INLIER,,,135.5776179,-29.7184253
PROMINENT HILL,"Copper, Silver, Gold, Uranium",Significant to SA,MOUNT WOODS INLIER,,,135.5776179,-29.7184253
TORRENS SOUTH,Copper,Low Significance,GAWLER CRATON,hydrothermal alteration,Palaeoproterozoic rocks,137.6133246,-30.7976564
GREAT GORGE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Palaeoproterozoic rocks,138.3029883,-35.4706175
CHARLTON,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Appila Tillite,Appila Tillite,138.2520394,-33.0221504
SCOTTS CREEK SMELTING WORKS,Copper,Low Significance,,,,138.9493102,-35.0365485
BLACK HILLS,"Copper, Gold",Low Significance,MOUNT WOODS INLIER,hydrothermal alteration,Mount Woods Complex,135.123753,-29.4513423
CADI,"Copper, Lead, Rare Earths, Zinc",Low Significance,NAWA SUBDOMAIN (GAWLER CRATON),skarn,Mount Woods Complex,135.360381,-28.9123523
DINGO,"Zinc, Copper",Low Significance,MOUNT WOODS INLIER,Mount Woods Complex,Mount Woods Complex,135.012645,-29.0721423
GALAH,"Copper, Graphite, Lead, Zinc",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Warrow Quartzite,Warrow Quartzite,136.6048946,-33.1532994
NORTH RIDGE,Copper,Low Significance,MOUNT BABBAGE INLIER (CURNAMONA PROVINCE),Petermorra Volcanics,Petermorra Volcanics,139.5402924,-29.7681585
MOUNT LYNDHURST WEST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup unit 3,138.5652445,-30.2000464
BURRA SMELTING WORKS,Copper,Locally Significant,,,,138.9365133,-33.6740655
DREW HILL,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Willyama Supergroup unit 1,,140.6077481,-32.0577145
BLACK ROCK PLAINS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Tarcowie Siltstone,Tarcowie Siltstone,138.5929074,-32.7979935
WARTAKA,"Silver, Copper, Lead, Zinc",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Hiltaba Suite,Middleback Subgroup,136.9024436,-32.6146734
PUNT HILL,Copper,Low Significance,GAWLER CRATON,hydrothermal alteration,Gawler Range Volcanics,137.4914236,-31.5673024
MOONABIES,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Moonta Porphyry,137.1803216,-33.2755764
ROOPENA,"Copper, Feldspar",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Mesoproterozoic rocks,137.3986276,-32.7206964
1050,"Copper, Silver, Zinc",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Moonabie Formation,Moonabie Formation,137.3696546,-32.7545224
WHEAL SUSAN,Copper,Low Significance,MOUNT PAINTER INLIER (CURNAMONA PROVINCE),Mesoproterozoic-Neoproterozoic unit 1,Mount Neill Granite,139.3986664,-30.2224435
BAYVIEW,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Broadview Schist,Lincoln Complex,137.3377016,-32.7936284
MOUNT SERLE NO.3,"Barite, Copper",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wilkawillina Limestone,138.8763555,-30.5811825
PARINGA SMELTING WORKS,Copper,Low Significance,,,,138.9994082,-35.0992315
WALLAROO SMELTING WORKS,Copper,Locally Significant,,,,137.6264115,-33.9278524
BREMER SMELTING WORKS,Copper,Locally Significant,,,,139.0405152,-35.1118935
CARRAPATEENA,"Copper, Silver, Gold, Rare Earths, Uranium, Uranium Oxide",Significant to SA,GAWLER CRATON,Donington Suite,Donington Suite,137.4963096,-31.2193554
MALDORKY,"Copper, Lead, Zinc",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Benda Siltstone,140.5645451,-32.5598615
EURELIA NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Elatina Formation,Minburra Quartzite Member,138.5956674,-32.5391655
DEPOT SPRINGS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group,138.7908435,-30.5176064
BRANSONS WELL,Copper,Low Significance,MUSGRAVE PROVINCE,quartz vein unit 3,Mesoproterozoic-Neoproterozoic unit 3,133.4382373,-26.8733943
VULCAN IOCG,"Copper, Gold, Uranium",Locally Significant,GAWLER CRATON,skarn,Palaeoproterozoic rocks,137.0133427,-30.1749004
SAMPSONS SOUTH,"Gold, Copper",Low Significance,CURNAMONA CRATON (CURNAMONA PROVINCE),quartz vein,Willyama Supergroup,140.4829862,-31.6738385
KALKAROO NORTH,"Copper, Gold",Low Significance,CURNAMONA PROVINCE,breccia unit 2,Willyama Supergroup,140.4744602,-31.7037415
MANNING NORTH,"Copper, Gold",Low Significance,CURNAMONA CRATON (CURNAMONA PROVINCE),skarn,Mesoproterozoic unit 7,140.3875692,-31.5972545
RESERVOIR,"Zinc, Silver, Gold, Copper, Lead",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),hydrothermal alteration,Tapanappa Formation,138.9109412,-35.2128625
COOKS BLOW,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation,139.0877503,-32.7934555
MIRANDA,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),skarn,Wallaroo Group,137.9691674,-34.1371684
MULGA BORE,Copper,Low Significance,CURNAMONA CRATON (CURNAMONA PROVINCE),hydrothermal alteration,Peryhumuck Formation,140.3039912,-32.1135725
1050 EAST,"Copper, Silver, Cobalt",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Moonabie Formation,137.3793916,-32.7474844
REDDING,"Granite, Copper",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Arthurton Granite,,137.8402734,-34.5510084
BUNDALEER SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Rhynie Sandstone,138.5350163,-33.4731775
FROME,"Dolomite, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,River Broughton beds,138.5711773,-33.5146665
JUBILEE DAM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Tertiary rocks,140.7191301,-32.6892106
WATERMANS PLAIN,Copper,Low Significance,EROMANGA BASIN,hydrothermal alteration,Andamooka Limestone,137.0665127,-30.2596864
LUCAS HILL,Copper,Low Significance,STUART SHELF,quartz vein,Whyalla Sandstone,137.0743157,-31.3399694
WINNIE PINNIE WEST,"Lead, Silver, Copper, Zinc",Low Significance,STUART SHELF,Tapley Hill Formation,Pandurra Formation,136.9905636,-31.9536534
VERTIGO,"Gold, Copper, Molybdenum",Locally Significant,WILLYAMA INLIERS (CURNAMONA PROVINCE),Wiperaminga Subgroup,Wiperaminga Subgroup,140.5608641,-32.1058975
WORUMBA 21,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Wilyerpa Formation,Tindelpina Shale Member,138.7767334,-31.7728385
WORUMBA 22,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation,138.7984814,-31.7728555
WORUMBA 21A,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation,138.7786694,-31.7757575
SPALDING NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,dolerite unit 1,138.5448463,-33.4265445
MERCER DAM SOUTH,"Zinc, Copper",Low Significance,CURNAMONA PROVINCE,hydrothermal alteration,Willyama Supergroup,140.5886082,-31.2304815
LAKE CHARLES SOUTH,"Copper, Molybdenum",Low Significance,CURNAMONA PROVINCE,hydrothermal alteration,Willyama Supergroup,140.5642942,-31.2889595
TEA TREE GLEN,"Copper, Rare Earths",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Palaeoproterozoic rocks,137.5459075,-34.2124944
WANILLA,"Zinc, Copper, Lead",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Hutchison Group,135.7463277,-34.5430914
MARLA,"Copper, Lead, Zinc",Low Significance,OFFICER BASIN,hydrothermal alteration,Observatory Hill beds,133.7524202,-27.2866243
MERAMANGYE,"Copper, Lead, Zinc",Low Significance,OFFICER BASIN,quartz vein,Observatory Hill Formation,132.2758134,-28.3680232
PERNATTY,Copper,Low Significance,STUART SHELF,Tapley Hill Formation,Pandurra Formation,137.2062386,-31.5970784
